year,state,candidate,party_simplified,candidatevotes,totalvotes,vote_pct,margin
2004,MARYLAND,"KERRY, JOHN",DEMOCRAT,1334493,2384238,55.97146761355201,12.99324983495776
2004,MASSACHUSETTS,"BUSH, GEORGE W.",REPUBLICAN,1071109,2927455,36.58840187124994,
2004,MASSACHUSETTS,"KERRY, JOHN",DEMOCRAT,1803800,2927455,61.6166602048537,25.02825833360376
2004,MICHIGAN,"BUSH, GEORGE W.",REPUBLICAN,2313746,4839252,47.812058557810175,
2004,MICHIGAN,"KERRY, JOHN",DEMOCRAT,2479183,4839252,51.23070672905647,3.4186481712462964
2004,MINNESOTA,"BUSH, GEORGE W.",REPUBLICAN,1346695,2828387,47.613533791521455,
2004,MINNESOTA,"KERRY, JOHN",DEMOCRAT,1445014,2828387,51.08968468600654,3.4761508944850874
2004,MISSISSIPPI,"BUSH, GEORGE W.",REPUBLICAN,672660,1139824,59.01437414899142,
2004,MISSISSIPPI,"KERRY, JOHN",DEMOCRAT,457766,1139824,40.16111259282135,18.853261556170075
2004,MISSOURI,"BUSH, GEORGE W.",REPUBLICAN,1455713,2731364,53.29619193926551,
2004,MISSOURI,"KERRY, JOHN",DEMOCRAT,1259171,2731364,46.10044651683188,7.195745422433632
2004,MONTANA,"BUSH, GEORGE W.",REPUBLICAN,266063,450434,59.06814316858851,
2004,MONTANA,"KERRY, JOHN",DEMOCRAT,173710,450434,38.56502839483698,20.50311477375153
2004,NEBRASKA,"BUSH, GEORGE W.",REPUBLICAN,512814,778186,65.89864119889074,
2004,NEBRASKA,"KERRY, JOHN",DEMOCRAT,254328,778186,32.682160820163816,33.21648037872693
2004,NEVADA,"BUSH, GEORGE W.",REPUBLICAN,418690,829587,50.4696915453111,
2004,NEVADA,"KERRY, JOHN",DEMOCRAT,397190,829587,47.87804051895702,2.591651026354078
2004,NEW HAMPSHIRE,"BUSH, GEORGE W.",REPUBLICAN,331237,678287,48.83434298460681,
2004,NEW HAMPSHIRE,"KERRY, JOHN",DEMOCRAT,340511,678287,50.201610822557406,1.3672678379505925
2004,NEW JERSEY,"BUSH, GEORGE W.",REPUBLICAN,1670003,3611691,46.23881168128724,
2004,NEW JERSEY,"KERRY, JOHN",DEMOCRAT,1911430,3611691,52.92340900702746,6.684597325740221
2004,NEW MEXICO,"BUSH, GEORGE W.",REPUBLICAN,376930,756304,49.8384247604138,
2004,NEW MEXICO,"KERRY, JOHN",DEMOCRAT,370942,756304,49.0466796420487,0.7917451183650996
2004,NEW YORK,"BUSH, GEORGE W.",REPUBLICAN,2806993,7448266,37.6865299923499,
2004,NEW YORK,"KERRY, JOHN",DEMOCRAT,4180755,7448266,56.13058126549186,18.44405127314197
2004,NORTH CAROLINA,"BUSH, GEORGE W.",REPUBLICAN,1961166,3501007,56.01719733779452,
2004,NORTH CAROLINA,"KERRY, JOHN",DEMOCRAT,1525849,3501007,43.5831462205017,12.434051117292816
2004,NORTH DAKOTA,"BUSH, GEORGE W.",REPUBLICAN,196651,312833,62.86133496146506,
2004,NORTH DAKOTA,"KERRY, JOHN",DEMOCRAT,111052,312833,35.49881246543683,27.362522496028237
2004,OHIO,"BUSH, GEORGE W.",REPUBLICAN,2859764,5627903,50.8140243355296,
2004,OHIO,"KERRY, JOHN",DEMOCRAT,2741165,5627903,48.70668524315362,2.107339092375973
2004,OKLAHOMA,"BUSH, GEORGE W.",REPUBLICAN,959792,1463758,65.57040166475606,
2004,OKLAHOMA,"KERRY, JOHN",DEMOCRAT,503966,1463758,34.42959833524394,31.140803329512124
2004,OREGON,"BUSH, GEORGE W.",REPUBLICAN,866831,1836782,47.19291674243323,
2004,OREGON,"KERRY, JOHN",DEMOCRAT,943163,1836782,51.34866304221188,4.155746299778642
2004,PENNSYLVANIA,"BUSH, GEORGE W.",REPUBLICAN,2793847,5769590,48.4236661530542,
2004,PENNSYLVANIA,"KERRY, JOHN",DEMOCRAT,2938095,5769590,50.923809144150624,2.500142991096425
2004,RHODE ISLAND,"BUSH, GEORGE W.",REPUBLICAN,169046,437134,38.67143713369356,
2004,RHODE ISLAND,"KERRY, JOHN",DEMOCRAT,259760,437134,59.42342622628301,20.75198909258945
2004,SOUTH CAROLINA,"BUSH, GEORGE W.",REPUBLICAN,937974,1617700,57.98194968164678,
2004,SOUTH CAROLINA,"KERRY, JOHN",DEMOCRAT,661669,1617700,40.90183593991469,17.08011374173209
2004,SOUTH DAKOTA,"BUSH, GEORGE W.",REPUBLICAN,232584,388215,59.91113171824891,
2004,SOUTH DAKOTA,"KERRY, JOHN",DEMOCRAT,149244,388215,38.4436459178548,21.467485800394115
2004,TENNESSEE,"BUSH, GEORGE W.",REPUBLICAN,1384375,2437319,56.79908949136325,
2004,TENNESSEE,"KERRY, JOHN",DEMOCRAT,1036477,2437319,42.52529110879618,14.273798382567072
2004,TEXAS,"BUSH, GEORGE W.",REPUBLICAN,4526917,7410749,61.08582276906154,
2004,TEXAS,"KERRY, JOHN",DEMOCRAT,2832704,7410749,38.22426046274135,22.861562306320188
2004,UTAH,"BUSH, GEORGE W.",REPUBLICAN,663742,927844,71.53594785330293,
2004,UTAH,"KERRY, JOHN",DEMOCRAT,241199,927844,25.99564150870189,45.54030634460104
2004,VERMONT,"BUSH, GEORGE W.",REPUBLICAN,121180,312309,38.80131536395045,
2004,VERMONT,"KERRY, JOHN",DEMOCRAT,184067,312309,58.93746257712714,20.1361472131767
2004,VIRGINIA,"BUSH, GEORGE W.",REPUBLICAN,1716959,3195415,53.73195656902156,
2004,VIRGINIA,"KERRY, JOHN",DEMOCRAT,1454742,3195415,45.52591760381672,8.20603896520484
2004,WASHINGTON,"BUSH, GEORGE W.",REPUBLICAN,1304894,2859084,45.64028199241436,
2004,WASHINGTON,"KERRY, JOHN",DEMOCRAT,1510201,2859084,52.82114831183694,7.180866319422584
2004,WEST VIRGINIA,"BUSH, GEORGE W.",REPUBLICAN,423778,755792,56.07071786946673,
2004,WEST VIRGINIA,"KERRY, JOHN",DEMOCRAT,326541,755792,43.20514109702141,12.86557677244533
2004,WISCONSIN,"BUSH, GEORGE W.",REPUBLICAN,1478120,2997007,49.31987145842503,
2004,WISCONSIN,"KERRY, JOHN",DEMOCRAT,1489504,2997007,49.69971708441122,0.3798456259861922
2004,WYOMING,"BUSH, GEORGE W.",REPUBLICAN,167629,243861,68.73956885274808,
2004,WYOMING,"KERRY, JOHN",DEMOCRAT,70776,243861,29.02309102316484,39.71647782958324
